is_paid,is_discounted,original_price,is_wishlisted,num_published_lectures,num_published_practice_tests,creation_to_publish_days,published_year,published_month,course_age_days,log_num_subscribers
1,1,3840,0,6,0,7,2018,2,2887,5.241747015
1,1,1280,0,18,0,27,2019,4,2475,8.628018747
1,1,4480,0,32,0,1,2019,4,2461,5.247024072
1,1,8000,0,47,0,119,2014,6,4241,7.211556733
1,1,2560,0,12,0,43,2020,6,2043,5.129898715
1,1,2560,0,39,0,10,2020,5,2074,7.615791072
1,1,4800,0,15,0,15,2016,11,3359,7.014814351
1,1,6080,0,43,0,13,2016,8,3423,7.443663683
1,1,1280,0,10,0,5,2017,8,3073,6.456769656
1,1,8640,0,27,0,24,2018,1,2930,8.208491752
1,1,1280,0,16,0,3,2013,12,4402,6.827629235
1,1,8640,0,58,0,6,2015,8,3811,8.654517382
1,1,1920,0,22,0,35,2018,10,2642,5.459585514
1,1,6400,0,42,0,22,2016,4,3562,7.882692206
1,1,3200,0,26,0,1,2012,6,4953,6.799055862
1,1,8640,0,22,0,16,2017,6,3147,7.124478262
1,1,1280,0,6,0,3,2019,11,2235,8.573006256
1,1,8640,0,20,0,8,2019,9,2320,8.369852604
1,1,1920,0,46,0,125,2019,12,2220,5.257495372
1,0,1280,0,17,0,199,2013,12,4398,7.81197343
1,1,2240,0,97,0,5,2015,1,4014,6.618738984
1,1,1280,0,16,0,13,2013,7,4553,5.905361848
1,1,3200,0,18,0,73,2018,1,2918,4.96284463
1,1,8640,0,30,0,6,2018,3,2855,7.770223204
1,1,8640,0,37,0,1,2018,9,2663,7.678326357
1,1,3200,0,23,1,10,2018,11,2607,8.841448244
1,1,1280,0,23,0,178,2019,8,2345,5.159055299
1,1,1600,0,23,0,39,2020,6,2034,7.788626066
1,0,5120,0,16,0,6,2019,8,2327,5.497168225
1,1,1280,0,9,0,5,2020,6,2026,6.792344427
1,1,8640,0,66,0,3,2016,12,3328,5.703782475
1,1,5120,0,35,0,37,2016,7,3455,7.102499356
1,1,8640,0,35,0,19,2015,12,3667,7.28276118
1,1,1280,0,27,0,2,2015,1,4008,8.521185213
1,1,3520,0,25,0,5,2016,6,3511,6.419994928
1,1,8640,0,24,0,11,2019,6,2391,8.455530531
1,1,6400,0,0,5,0,2018,7,2737,6.253828812
1,1,6400,0,12,0,24,2017,7,3115,5.583496309
1,1,1600,0,32,0,65,2018,7,2752,5.293304825
1,1,8640,0,513,0,1,2015,4,3930,8.107720062
1,1,4160,0,107,0,0,2014,12,4055,6.935370446
1,1,1280,0,15,0,7,2015,11,3701,7.419380583
1,1,6400,0,26,0,5,2018,9,2685,8.489616424
1,1,2880,0,10,0,1,2018,12,2585,4.812184355
1,1,6080,0,13,0,23,2016,9,3393,5.036952602
1,1,1280,0,12,0,62,2015,4,3938,9.08918917
1,1,6400,0,48,0,111,2015,6,3865,5.521460918
1,1,3520,0,13,0,169,2020,1,2201,4.96284463
1,1,1280,0,69,0,5,2015,10,3737,5.455321115
1,1,1600,0,14,0,5,2018,4,2814,8.089482474
1,1,1280,0,7,0,4,2015,1,4009,5.416100402
1,1,8640,0,14,0,1,2015,2,3997,9.028578658
1,1,2560,0,8,0,7,2018,11,2624,6.289715571
1,1,8640,0,38,0,2,2018,6,2756,5.926926026
1,1,4800,0,8,0,26,2017,7,3115,5.476463552
1,1,8640,0,12,0,5,2020,8,1968,5.220355825
1,1,1600,0,14,0,126,2015,4,3926,5.680172609
1,0,3200,0,38,0,45,2015,9,3772,5.398162702
1,1,4800,0,13,0,36,2017,9,3043,5.099866428
1,1,1280,0,36,0,7,2019,1,2546,4.304065093
1,1,1280,0,71,0,4,2014,10,4099,6.212606096
1,1,1280,0,18,0,33,2014,6,4227,6.967909202
1,1,2240,0,21,0,1,2018,4,2832,4.762173935
1,0,4800,0,64,0,22,2014,11,4069,5.783825182
1,1,1280,0,0,6,1,2019,1,2552,5.655991811
1,1,8640,0,314,0,21,2018,2,2884,6.956545443
1,1,8640,0,19,0,13,2017,11,2989,8.871084264
1,1,1280,0,15,0,4,2018,4,2836,6.052089169
1,1,1280,0,18,0,238,2020,2,2168,8.954156967
1,1,8640,0,5,0,2,2019,6,2414,6.883462586
1,1,8640,0,179,0,44,2019,7,2381,5.655991811
1,1,1280,0,6,0,19,2020,5,2077,7.44775128
1,1,8640,0,15,0,15,2017,4,3191,6.958448393
1,1,1280,0,17,0,236,2016,12,3304,5.267858159
1,1,8640,0,31,1,203,2015,9,3773,7.387090236
1,1,2560,0,14,0,1864,2019,3,2495,7.69802917
1,1,8640,0,28,0,10,2016,3,3583,7.313886832
1,1,1600,0,36,0,217,2018,5,2798,5.424950017
1,1,8640,0,34,0,2,2020,3,2130,6.320768294
1,1,6400,0,15,0,382,2016,2,3619,7.568895663
1,1,8640,0,34,0,59,2014,12,4050,7.661997559
1,1,8640,0,54,0,137,2018,10,2649,6.056784013
1,1,1280,0,25,0,54,2018,4,2827,9.021839764
1,1,8640,0,22,0,7,2014,12,4050,9.176473302
1,1,4480,0,26,0,55,2016,8,3430,6.272877007
1,1,6400,0,38,0,106,2015,9,3764,5.513428746
1,0,3200,0,23,0,12,2016,12,3325,7.609862201
1,0,12800,0,23,0,23,2018,12,2582,8.913281138
1,1,4800,0,10,0,43,2017,7,3107,5.123963979
1,1,8640,0,82,0,102,2015,10,3744,6.011267174
1,1,8640,0,5,0,868,2018,5,2785,6.177944114
1,1,8640,0,21,0,1,2017,10,3008,5.416100402
1,1,3840,0,11,0,9,2019,12,2230,8.635331719
1,1,1280,0,5,0,3,2018,7,2729,6.96979067
1,1,3200,0,23,0,21,2018,8,2715,9.685766771
1,1,1600,0,38,0,15,2016,2,3609,7.638198244
1,1,1920,0,31,0,6,2016,2,3629,5.283203729
1,1,1280,0,11,0,3,2015,12,3668,6.555356892
1,1,4480,0,15,0,37,2017,5,3177,7.180069874
1,1,4800,0,15,0,49,2017,12,2958,4.890349128
1,1,8640,0,29,0,4,2019,6,2390,5.187385806
1,1,8640,0,18,0,7,2020,6,2049,5.641907071
1,1,8640,0,210,0,30,2020,7,2018,5.513428746
1,1,8000,0,29,0,6,2018,9,2679,5.497168225
1,1,1600,0,18,0,12,2015,5,3883,7.297768283
1,1,6400,0,10,1,1,2019,11,2250,8.426173793
1,1,3200,0,16,0,2,2018,3,2860,7.156176637
1,1,1280,0,15,0,46,2017,7,3092,7.081708586
1,1,8640,0,18,0,5,2016,5,3519,8.018954683
1,1,1280,0,5,0,23,2018,12,2573,4.912654886
1,1,5760,0,8,0,0,2014,5,4254,7.874739125
1,1,2240,0,10,0,4,2015,2,3975,6.6147256
1,1,4800,0,38,0,6,2016,1,3659,8.0730912
1,1,3200,0,22,0,52,2016,3,3604,5.267858159
1,1,8640,0,22,0,1281,2019,5,2440,5.541263545
1,1,8640,0,19,0,10,2019,8,2328,4.955827058
1,0,6080,0,9,0,3,2019,8,2342,5.327876169
1,1,1280,0,23,0,6,2019,2,2534,7.475339237
1,1,8640,0,8,0,1,2019,11,2240,8.96903285
1,1,8640,0,9,0,9,2017,8,3078,5.480638923
1,1,1280,0,9,0,1,2018,2,2875,7.734996194
1,1,1920,0,27,0,30,2015,2,3987,6.954638865
1,1,3200,0,28,0,5,2014,10,4110,6.522092798
1,1,4800,0,16,0,16,2015,10,3729,5.840641657
1,1,8640,0,12,0,4,2019,7,2380,8.087640288
1,1,8640,0,7,0,52,2019,7,2370,5.204006687
1,1,1600,0,12,0,23,2020,2,2168,7.752764809
1,1,2240,0,14,0,5,2015,3,3960,6.230481448
1,1,1280,0,45,0,56,2019,5,2439,7.546446274
1,1,8640,0,88,0,264,2019,11,2239,5.913503006
1,1,1280,0,0,6,50,2019,12,2217,5.442417711
1,1,1920,0,6,0,69,2012,11,4814,6.056784013
1,1,8640,0,26,0,121,2017,7,3113,8.538758969
1,1,1280,0,21,0,64,2018,3,2864,4.691347882
1,1,8640,0,159,0,5,2019,12,2229,8.388450316
1,1,6080,0,13,0,110,2015,11,3716,7.351799869
1,1,1280,0,23,0,226,2016,11,3344,9.015298251
1,1,3200,0,13,0,6,2018,8,2714,8.451053389
1,1,1280,0,6,0,365,2019,9,2320,4.317488114
1,1,8640,0,34,0,121,2016,10,3371,7.675081858
1,1,8640,0,12,0,6,2020,3,2135,4.564348191
1,1,8640,0,34,0,45,2017,10,3021,8.321907968
1,1,8640,0,31,0,9,2018,3,2846,7.746300662
1,1,6400,0,52,0,42,2019,3,2509,4.990432587
1,1,8640,0,7,0,8,2018,7,2751,4.682131227
1,1,8640,0,123,0,25,2016,3,3590,5.605802066
1,1,1280,0,25,0,8,2016,3,3582,7.955775782
1,1,4800,0,11,0,8,2018,2,2883,6.88857246
1,1,2880,0,24,0,48,2017,7,3107,4.919980926
1,1,1280,0,17,0,106,2018,3,2858,6.265301213
1,1,1280,0,17,0,3,2018,9,2677,4.65396035
1,1,1600,0,0,6,14,2019,5,2430,7.045776577
1,1,8640,0,98,0,7,2019,4,2477,9.570947574
1,1,8640,0,22,0,2,2019,12,2221,8.861491864
1,1,1920,0,21,0,21,2017,1,3290,7.310550159
1,1,3200,0,6,0,10,2018,1,2924,4.736198448
1,1,5440,0,27,0,99,2017,10,3006,7.497207223
1,1,8640,0,38,0,34,2017,7,3111,7.058758153
1,1,6400,0,23,0,2,2018,11,2628,8.121183242
1,1,3200,0,25,0,3,2018,3,2853,6.869014451
1,1,2560,0,40,0,9,2020,5,2075,8.382060517
1,0,1920,0,52,0,12,2017,11,2989,8.379997952
1,1,8640,0,22,0,22,2018,3,2851,8.341171747
1,1,3200,0,23,0,1,2016,5,3514,6.612041035
1,1,8640,0,36,0,97,2018,9,2666,7.206377291
1,1,8640,0,105,1,16,2018,4,2826,4.927253685
1,1,1920,0,9,0,24,2018,8,2720,4.442651256
1,1,8640,0,23,0,4,2018,2,2884,8.127109185
1,1,2560,0,29,0,25,2014,12,4043,8.014996894
1,1,1280,0,26,0,63,2017,9,3049,5.141663557
1,1,6400,0,37,0,1,2018,11,2628,8.67419694
1,1,2240,0,21,0,25,2014,9,4124,5.505331536
1,1,8640,0,33,0,2,2016,8,3434,6.952728645
1,0,3840,0,38,0,26,2016,3,3584,4.8978398
1,1,1920,0,25,0,2,2018,3,2845,6.115892125
1,0,2880,0,8,0,0,2017,2,3245,5.135798437
1,1,8640,0,18,0,21,2017,8,3071,8.009030685
1,1,6400,0,23,0,20,2018,5,2789,5.924255797
1,1,1600,0,24,0,9,2020,4,2110,8.647870515
1,1,8640,0,11,0,5,2020,8,1965,8.708639656
1,1,1280,0,29,0,82,2016,3,3602,5.257495372
1,1,3200,0,13,0,1204,2017,12,2945,8.523572798
1,1,8640,0,33,0,25,2017,3,3224,9.057422266
1,1,1280,0,39,0,26,2015,3,3940,6.251903883
1,1,1600,0,24,0,176,2019,10,2286,7.486052618
1,1,7040,0,53,0,114,2019,6,2400,7.823645931
1,1,8640,0,35,0,14,2020,2,2155,4.574710979
1,1,8640,0,54,0,0,2014,9,4147,8.142063283
1,1,4800,0,24,0,24,2015,6,3875,6.775366091
1,1,8640,0,34,0,16,2017,11,2987,7.571473649
1,1,8000,0,30,0,21,2017,7,3105,7.678326357
1,1,1280,0,15,0,34,2015,11,3724,6.656726524
1,1,6400,0,19,0,35,2017,9,3043,5.087596335
1,0,3200,0,11,0,2,2019,10,2274,4.94875989
1,1,1920,0,54,0,135,2019,9,2314,5.560681631
1,1,8640,0,37,0,27,2017,9,3031,7.535296702
1,1,7680,0,111,0,1,2018,12,2572,8.899457906
1,1,1280,0,8,0,5,2018,9,2673,7.313220387
1,1,8640,0,14,0,68,2020,8,1988,9.114379981
1,0,12800,0,19,0,58,2019,3,2502,4.976733742
1,1,1280,0,26,0,13,2018,1,2903,8.51218065
1,1,4800,0,28,0,4,2017,3,3234,5.361292166
1,1,3200,0,27,0,86,2016,5,3542,5.739792912
1,1,8640,0,33,0,1,2019,12,2218,5.049856007
1,1,3200,0,22,0,10,2017,7,3090,7.752335163
1,1,8640,0,50,0,88,2019,8,2336,6.075346031
1,1,6400,0,12,0,18,2018,1,2915,8.390722527
1,1,3200,0,12,0,2,2017,12,2954,5.616771098
1,1,8640,0,24,0,3,2020,4,2111,9.213136459
1,1,1280,0,13,0,16,2015,10,3741,7.779885115
1,1,8640,0,17,0,13,2017,4,3207,7.183870715
1,1,8640,0,5,0,2,2019,7,2368,8.489616424
1,1,8640,0,14,0,8,2019,6,2413,7.057897937
1,1,1600,0,23,0,3,2018,5,2805,7.843064017
1,1,1280,0,12,0,3,2015,11,3710,5.802118375
1,1,6400,0,35,0,19,2018,3,2861,5.288267031
1,1,1280,0,7,0,3,2019,1,2554,5.690359454
1,1,8640,0,20,0,20,2015,11,3722,8.81254577
1,1,9600,0,22,0,32,2018,12,2596,9.18860588
1,1,8640,0,48,0,16,2018,9,2670,7.149131599
1,1,2880,0,10,0,10,2015,7,3826,8.807920622
1,1,6400,0,21,0,6,2019,12,2220,8.995288991
1,1,1280,0,16,0,28,2016,10,3378,8.303752416
1,1,6400,0,33,0,0,2019,10,2293,5.308267697
1,0,1920,0,54,0,9,2014,2,4336,7.252762418
1,1,3200,0,9,0,20,2017,7,3107,5.669880923
1,1,8640,0,17,0,26,2017,6,3120,5.497168225
1,1,8640,0,25,0,48,2018,6,2779,7.281385664
1,1,6400,0,84,0,70,2020,7,1992,9.227885551
1,1,6080,0,11,0,143,2015,3,3956,6.588926478
1,1,8640,0,29,0,4,2018,3,2870,7.687538766
1,1,1280,0,44,0,138,2013,11,4450,7.532088144
1,1,8640,0,15,0,40,2015,12,3667,7.137278437
1,1,7040,0,29,0,38,2017,7,3099,4.997212274
1,1,8640,0,85,0,8,2019,1,2551,7.138073034
1,1,8640,0,21,0,9,2019,8,2328,5.908082938
1,1,1920,0,49,0,4,2015,1,4011,6.998509642
1,1,6400,0,18,0,8,2017,1,3283,8.297543529
1,0,12480,0,28,0,39,2016,8,3441,5.66296048
1,1,1280,0,22,0,3,2015,11,3724,7.523481313
1,1,1600,0,8,0,700,2016,12,3325,5.198497031
1,1,6400,0,18,0,5,2018,1,2905,8.572627898
1,1,1280,0,40,0,743,2017,9,3048,7.938088727
1,1,8640,0,29,0,1,2018,11,2608,7.391415235
1,1,1280,0,10,0,427,2020,3,2119,4.356708827
1,1,1280,0,13,0,1,2020,3,2133,9.357725359
1,1,1600,0,8,0,20,2020,6,2033,5.356586275
1,1,1280,0,27,0,32,2020,5,2056,7.638679824
1,1,1280,0,27,0,82,2016,8,3428,7.644440762
1,1,1280,0,14,0,1,2014,6,4242,5.609471795
1,1,6080,0,23,0,33,2016,5,3542,9.249849505
1,1,1280,0,14,0,20,2017,6,3140,8.406038142
1,1,8640,0,28,0,23,2018,3,2852,8.423321976
1,1,8640,0,35,0,162,2017,7,3116,5.129898715
1,1,1280,0,14,0,51,2015,7,3829,6.842683282
1,1,4800,0,25,0,27,2016,9,3395,6.978213743
1,1,8640,0,12,0,29,2015,1,4003,9.67564548
1,1,8640,0,36,0,216,2018,5,2791,6.431331082
1,1,3200,0,26,0,3,2018,3,2846,6.504288174
1,1,2240,0,26,0,18,2015,1,3999,5.783825182
1,1,3200,0,9,0,28,2017,7,3098,5.983936281
1,1,8640,0,12,0,2,2018,7,2722,5.888877958
1,1,6400,0,20,0,2,2018,12,2580,5.099866428
1,1,1280,0,30,0,5,2019,9,2322,8.359837381
1,1,8640,0,39,0,27,2019,11,2260,5.840641657
1,1,5760,0,22,0,10,2016,1,3640,8.115520882
1,1,1280,0,5,0,0,2017,6,3121,4.912654886
1,1,3200,0,10,0,11,2016,6,3498,6.267200549
1,1,8640,0,24,0,76,2017,7,3092,5.886104031
1,1,2880,0,32,0,6,2017,9,3050,5.187385806
1,1,2240,0,36,0,7,2018,12,2576,5.877735782
1,1,6400,0,23,0,2,2018,10,2643,8.360071436
1,1,6400,0,16,0,145,2020,4,2112,4.934473933
1,1,8640,0,20,0,3,2017,6,3118,5.752572639
1,1,8640,0,42,0,63,2019,9,2314,9.352100317
1,1,4480,0,24,0,68,2019,5,2426,7.02464903
1,1,8640,0,50,0,1,2018,7,2727,6.267200549
1,1,1280,0,12,0,1,2020,3,2140,4.605170186
1,0,3520,0,53,0,10,2020,4,2097,4.532599493
1,1,1280,0,7,0,1,2017,6,3126,7.792761721
1,1,1280,0,12,0,14,2016,1,3658,7.677863501
1,1,1280,0,34,0,22,2016,11,3331,7.973155433
1,1,6400,0,7,0,35,2017,9,3043,5.099866428
1,1,6400,0,38,0,316,2019,6,2407,5.141663557
1,1,3200,0,10,0,26,2017,7,3115,5.062595033
1,1,8640,0,17,0,33,2018,6,2755,5.308267697
1,1,8640,0,71,0,13,2019,5,2433,6.086774727
1,1,1600,0,28,0,24,2020,5,2078,4.753590191
1,1,8640,0,31,0,18,2020,8,1981,4.532599493
1,1,3200,0,38,0,16,2017,2,3247,8.085794701
1,1,1280,0,8,0,30,2013,3,4671,7.564238475
1,1,8640,0,119,0,591,2019,12,2232,6.369900983
1,1,1280,0,10,0,26,2020,4,2093,7.00033446
1,1,1600,0,25,0,11,2020,6,2050,8.866722667
1,1,1280,0,17,0,21,2016,2,3622,8.019612794
1,0,12800,0,44,0,66,2015,5,3881,5.187385806
1,1,2240,0,50,0,39,2020,2,2154,4.727387819
1,1,2880,0,24,0,9,2015,6,3863,6.762729507
1,1,1920,0,66,0,6,2017,10,3022,8.985570499
1,1,8640,0,27,0,1,2017,8,3058,7.038783541
1,1,6400,0,52,0,3,2019,2,2517,8.61323038
1,1,1280,0,4,1,133,2018,12,2587,5.129898715
1,1,8640,0,32,0,203,2020,7,2011,8.801469471
1,1,1280,0,15,0,8,2020,7,2008,9.110299018
1,1,8640,0,8,0,49,2017,7,3115,8.051022208
1,1,4800,0,7,0,1,2018,2,2895,4.9698133
1,1,1600,0,17,0,7,2015,10,3749,6.869014451
1,1,6080,0,25,0,119,2017,5,3175,5.771441123
1,1,1280,0,11,0,28,2018,6,2772,7.209340257
1,1,6400,0,15,0,102,2019,10,2274,7.817222786
1,1,1920,0,42,0,7,2020,1,2196,8.238801166
1,1,1280,0,13,0,8,2019,5,2442,7.248504072
1,1,1920,0,25,0,1,2016,10,3382,5.062595033
1,1,2560,0,18,0,1,2017,12,2964,8.635331719
1,1,1280,0,12,0,4,2018,1,2916,6.222576268
1,1,8640,0,10,0,1,2017,11,2970,4.820281566
1,1,6400,0,20,0,8,2018,3,2866,5.267858159
1,1,1280,0,31,0,13,2019,1,2566,6.625392368
1,1,6720,0,17,0,1,2018,4,2818,8.415160466
1,1,1600,0,37,0,4,2020,6,2032,9.49912184
1,1,6400,0,16,0,278,2016,3,3577,5.393627546
1,1,3200,0,7,0,11,2018,1,2912,7.326465614
1,1,8000,0,16,0,1,2016,5,3536,7.770223204
1,1,3200,0,39,0,183,2018,10,2658,5.973809612
1,1,8640,0,26,0,18,2017,3,3228,6.244166901
1,1,1280,0,8,0,3,2019,1,2540,5.894402834
1,1,8640,0,107,0,13,2019,1,2566,5.680172609
1,1,1280,0,16,0,118,2014,5,4246,7.499423291
1,1,1280,0,59,0,1,2014,1,4364,8.131824785
1,1,1600,0,12,0,19,2018,2,2875,8.093462275
1,1,1280,0,192,0,22,2017,9,3030,8.913281138
1,1,6080,0,24,0,42,2016,10,3377,7.257002707
1,1,1600,0,43,0,1,2017,10,2999,5.627621114
1,1,1280,0,36,0,1,2017,9,3043,9.210940192
1,1,3200,0,14,0,1,2018,6,2755,7.725330038
1,1,2240,0,31,0,24,2020,6,2037,7.988203597
1,1,8640,0,18,0,8,2015,3,3940,6.142037406
1,1,4160,0,23,0,3,2017,1,3297,8.569975377
1,1,1280,0,34,0,85,2013,12,4413,6.985641818
1,1,6400,0,12,0,41,2017,9,3043,5.225746674
1,1,1280,0,43,0,2,2018,2,2896,6.047372179
1,1,5760,0,32,0,8,2019,10,2265,8.161089513
1,1,2240,0,17,1,10,2019,2,2531,4.744932128
1,1,2560,0,30,0,6,2019,1,2554,5.857933154
1,1,8640,0,50,0,263,2016,6,3492,8.415824697
1,1,1280,0,38,0,170,2017,11,2978,5.897153868
1,1,1280,0,15,0,17,2019,3,2498,8.251403065
1,1,8640,0,9,0,6,2019,8,2344,4.553876892
1,1,1280,0,32,0,176,2018,5,2807,4.700480366
1,1,5120,0,24,0,1,2016,12,3314,5.96870756
1,1,6400,0,20,0,181,2018,8,2704,5.66296048
1,1,7680,0,28,0,8,2018,11,2609,8.527935288
1,1,6400,0,26,0,11,2015,6,3864,7.073269717
1,1,6400,0,14,0,12,2016,6,3498,7.941651253
1,1,1920,0,7,0,5,2015,12,3667,6.538139824
1,1,8640,0,22,0,2,2015,5,3889,7.042286172
1,1,2240,0,35,0,45,2015,11,3725,5.59471138
1,1,6080,0,50,0,5,2015,9,3764,7.180831199
1,1,1920,0,7,0,4,2017,1,3282,6.591673732
1,0,1280,0,10,0,9,2014,7,4192,7.630461262
1,1,6400,0,24,0,8,2015,8,3787,8.371936179
1,1,3200,0,12,0,9,2018,9,2687,7.215239979
1,1,8640,0,19,0,2,2018,8,2705,5.402677382
1,1,8640,0,39,0,1,2015,10,3750,7.429520843
1,1,1280,0,19,0,35,2015,11,3717,8.531293316
1,1,7680,0,31,0,16,2013,8,4522,7.261927093
1,1,1280,0,12,0,7,2019,11,2263,4.65396035
1,1,5760,0,21,0,13,2019,5,2442,7.896180609
1,1,6400,0,10,0,0,2018,4,2825,4.94875989
1,1,8640,0,14,0,25,2018,9,2680,6.173786104
1,1,8640,0,28,0,101,2015,5,3909,7.278628942
1,1,8640,0,16,0,0,2014,12,4030,7.810352684
1,1,8640,0,19,0,18,2015,9,3773,7.40671073
1,1,9600,0,18,0,0,2016,5,3531,6.02827852
1,1,8640,0,22,0,13,2016,5,3533,7.180831199
1,1,2880,0,22,0,39,2018,8,2694,4.564348191
1,1,2240,0,0,4,0,2019,2,2532,5.840641657
1,1,1280,0,6,0,0,2019,11,2245,9.052984561
1,1,6400,0,11,0,6,2018,12,2590,8.89850221
1,1,6080,0,26,0,4,2016,10,3381,7.876258882
1,1,1280,0,8,0,17,2015,8,3808,5.298317367
1,1,1920,0,26,0,8,2013,4,4644,5.97126184
1,1,1280,0,24,0,17,2015,4,3920,5.198497031
1,1,2560,0,8,0,1,2018,4,2822,4.691347882
1,1,1280,0,14,0,1,2018,8,2694,9.502188753
1,1,1920,0,31,0,22,2020,5,2056,5.187385806
1,1,1920,0,9,0,4,2012,11,4803,6.086774727
1,1,2560,0,13,0,345,2017,4,3205,5.375278408
1,1,5760,0,20,0,6,2018,7,2739,8.009030685
1,1,2560,0,27,0,190,2015,10,3740,7.693937326
1,1,6400,0,20,0,1,2018,8,2693,8.76452191
1,1,2240,0,59,0,167,2018,12,2595,5.081404365
1,1,2240,0,19,0,5,2019,4,2454,7.932003152
1,1,1280,0,33,0,96,2016,5,3516,5.860786223
1,1,8640,0,69,0,98,2014,10,4093,8.883501584
1,1,8640,0,20,0,13,2019,7,2386,8.800113947
1,1,7680,0,10,0,12,2020,1,2197,6.171700597
1,1,1280,0,12,0,10,2017,10,3009,7.34536484
1,1,3200,0,51,0,12,2014,5,4268,5.888877958
1,1,8640,0,10,0,12,2018,8,2714,5.497168225
1,1,1280,0,0,6,2,2020,1,2189,5.141663557
1,1,1280,0,7,1,19,2020,3,2132,8.114324709
1,1,3200,0,33,0,367,2018,11,2621,8.743850562
1,1,8640,0,18,0,0,2018,3,2867,5.92157842
1,1,1600,0,16,0,13,2015,12,3694,6.317164687
1,1,1920,0,6,0,2,2014,9,4130,4.248495242
1,1,8640,0,143,0,6,2018,3,2868,5.433722004
1,1,8640,0,56,0,1,2019,9,2300,8.701679071
1,1,1280,0,43,0,31,2015,10,3747,5.288267031
1,1,6400,0,12,0,3,2018,11,2623,7.073269717
1,1,2240,0,12,0,1,2019,1,2557,7.961718816
1,1,1280,0,37,0,244,2017,12,2959,7.683403681
1,1,8640,0,21,0,3,2016,11,3352,5.789960171
1,1,8640,0,43,0,37,2016,5,3541,7.134890852
1,1,1280,0,36,0,6,2015,12,3668,6.88550967
1,1,8640,0,71,0,4,2020,1,2189,9.069582934
1,1,2560,0,25,0,5,2018,5,2811,9.051813464
1,1,2560,0,19,0,3,2020,2,2152,8.413608875
1,1,6400,0,10,0,115,2019,8,2326,4.727387819
1,1,5440,0,131,0,57,2020,6,2043,6.82437367
1,1,8640,0,34,0,6,2015,10,3730,6.131226489
1,1,2880,0,27,0,7,2015,7,3848,7.399398083
1,1,6400,0,30,0,10,2015,2,3988,7.944846711
1,1,8640,0,56,0,178,2019,1,2561,6.725033642
1,1,3840,0,27,0,11,2020,6,2046,4.890349128
1,1,1600,0,36,0,31,2019,6,2400,8.669399124
1,1,8640,0,36,0,25,2020,4,2099,6.799055862
1,1,1920,0,7,0,5,2015,4,3939,5.723585102
1,1,8640,0,16,0,21,2018,1,2926,7.016609684
1,1,6080,0,26,0,0,2015,7,3825,7.934513464
1,1,1280,0,17,0,1,2014,12,4043,9.128696383
1,0,1920,0,14,0,7,2017,9,3029,5.187385806
1,1,8640,0,14,0,17,2017,12,2939,7.577633833
1,1,3200,0,21,0,56,2015,11,3717,4.844187086
1,1,6400,0,28,0,1266,2020,7,1992,9.129238771
1,1,3200,0,16,0,215,2018,7,2743,5.159055299
1,1,8640,0,20,0,98,2018,4,2815,5.420534999
1,1,1920,0,29,0,16,2018,2,2881,5.062595033
1,1,8640,0,24,0,5,2018,7,2734,7.892825526
1,1,1280,0,14,0,7,2017,5,3175,7.865955414
1,1,5760,0,22,0,27,2017,11,2987,4.812184355
1,1,5120,0,39,0,13,2018,1,2919,5.062595033
1,1,1280,0,28,0,14,2016,2,3629,7.011213987
1,1,1280,0,21,0,37,2015,6,3862,6.66057515
1,1,2560,0,22,0,2,2018,4,2814,9.290536914
1,1,1280,0,0,2,1,2018,6,2764,4.691347882
1,1,8640,0,18,0,16,2019,3,2496,7.708410667
1,1,3840,0,29,0,13,2014,6,4233,5.602118821
1,1,8640,0,77,0,21,2018,10,2660,6.728628613
1,1,8640,0,8,0,0,2018,5,2804,5.318119994
1,1,8640,0,33,0,3,2019,8,2345,7.66293785
1,1,8640,0,23,0,0,2014,11,4084,8.703506769
1,1,1280,0,6,0,31,2019,3,2482,4.624972813
1,1,3840,0,9,0,16,2017,9,3026,5.017279837
1,1,1280,0,40,0,53,2018,10,2643,9.765029759
1,1,6400,0,17,0,27,2018,11,2625,7.616283562
1,1,1280,0,86,0,40,2015,9,3786,4.890349128
1,0,3840,0,58,0,5,2014,2,4355,4.976733742
1,1,8640,0,26,0,54,2018,3,2854,7.092573716
1,1,1280,0,23,0,5,2015,1,4002,9.211439767
1,0,4800,0,27,0,4,2016,7,3468,5.66296048
1,1,2240,0,33,0,6,2016,1,3644,5.59471138
1,1,8640,0,35,0,73,2015,3,3969,6.834108739
1,1,1280,0,31,0,92,2014,5,4262,5.758901774
1,1,6080,0,102,0,352,2018,11,2608,5.814130532
1,1,1280,0,6,0,8,2020,4,2092,6.230481448
1,1,3840,0,22,0,10,2019,7,2368,8.348064228
1,1,1280,0,39,0,19,2020,5,2062,6.797940413
1,0,3200,0,94,2,3,2020,8,1967,6.204557763
1,1,3840,0,15,0,2,2018,2,2899,7.506042179
1,1,8640,0,56,0,13,2018,3,2850,7.183870715
1,1,9280,0,105,0,125,2016,12,3309,8.392989588
1,1,8640,0,63,0,36,2015,1,4022,8.425954711
1,1,4800,0,25,0,2,2018,4,2827,5.680172609
1,1,8000,0,21,0,7,2018,3,2848,4.828313737
1,1,1600,0,17,0,15,2018,9,2673,4.736198448
1,1,2880,0,16,0,167,2017,9,3049,4.919980926
1,1,3840,0,7,0,7,2020,5,2055,8.442254105
1,1,4160,0,0,6,30,2020,6,2029,6.618738984
1,1,1920,0,8,0,9,2017,1,3282,6.293419279
